0.00021556	0.00020821	0.00020401	0.00020575	0.00019162	0.00021879	0.00021982	0.00021794	0.00019864	0.00021198
0.00022347	0.00021278	0.00020825	0.00021713	0.0001946	0.00023223	0.00022402	0.00023374	0.00021285	0.00020953
0.00016396	0.00016658	0.00015425	0.0001561	0.0001436	0.00017517	0.00015637	0.00017109	0.00015059	0.00014094
0.00027699	0.00026475	0.00025113	0.00025425	0.00022952	0.00028738	0.00026534	0.00028636	0.00026828	0.00025019
9.1143e-05	9.2757e-05	9.4098e-05	9.5942e-05	9.5762e-05	0.00010367	9.8782e-05	9.8233e-05	9.1981e-05	9.6259e-05
0.00015612	0.000149	0.00014535	0.00015727	0.00014013	0.00015903	0.00016134	0.00015536	0.000145	0.00015559
0.0023768	0.0016773	0.0007552	0.00060973	0.0025863	0.00078169	0.0016923	0.00071653	0.0027134	0.0022361
0.00015871	0.00015052	0.00014186	0.00015169	0.00014319	0.00015523	0.00016155	0.00015039	0.00014812	0.00015284
0.00026214	0.00025684	0.00023997	0.00025043	0.00024409	0.00025952	0.00026975	0.00027098	0.00025201	0.0002585
0.0020388	0.0004384	0.0007216	0.0028999	0.0010207	0.0030389	0.003422	0.00089614	0.0012387	0.0023798
0.00011441	0.00011131	0.00010573	0.00011207	0.00010393	0.00011669	0.00011752	0.0001122	0.00010743	0.00011324
0.00020932	0.00019637	0.00018578	0.00020682	0.00019016	0.0002108	0.00022103	0.0001997	0.00019656	0.00020858
0.0017565	0.0020663	0.0019349	0.0025593	0.0015558	0.0016266	0.0025338	0.0017763	0.0018735	0.0019177
0.00019417	0.00018647	0.0001895	0.00020543	0.00016971	0.00019415	0.00019631	0.00018045	0.00017941	0.00019153
0.00011891	0.00012133	0.00011463	0.0001208	0.00010458	0.00012621	0.00012015	0.00012451	0.00012052	0.00011265
0.00015968	0.00015125	0.00014387	0.00015883	0.00014578	0.00016202	0.00016975	0.00015291	0.00015029	0.00016149
0.00014824	0.00013604	0.0001346	0.00014351	0.00013156	0.00014779	0.0001528	0.0001416	0.00013948	0.00014258
0.00051374	0.00033898	0.00030741	0.00047951	0.00031196	0.00042448	0.00059428	0.00022971	0.00025529	0.0002422
0.00019198	0.00018377	0.00017187	0.00018758	0.0001717	0.00019262	0.00019791	0.00018763	0.00018184	0.0001842
0.00012864	0.00012218	0.00011448	0.00012892	0.00011709	0.0001276	0.00013629	0.00012176	0.00012133	0.00012764
0.00021093	0.00026319	0.00016	0.00023444	0.00016003	0.00019845	0.00019241	0.00017603	0.00024047	0.00024303
0.00010472	9.9782e-05	9.4189e-05	0.00010399	9.5173e-05	0.00010477	0.00011038	9.9864e-05	9.8081e-05	0.00010485
0.00014183	0.00013481	0.00012902	0.00014158	0.00012891	0.00014361	0.00014998	0.00013573	0.0001327	0.00014258
0.00019947	0.0001848	0.00018013	0.00019799	0.00017941	0.00020078	0.00020953	0.00019071	0.00018717	0.00019488
0.00017428	0.00016387	0.00015495	0.00017373	0.00015813	0.00017487	0.00018391	0.00016471	0.00016178	0.00017374
0.00010421	0.00010017	9.581e-05	0.00010409	9.2263e-05	0.00010491	0.0001056	0.00010341	9.9416e-05	9.9459e-05
0.00013894	0.00012975	0.00012878	0.00014019	0.00012537	0.00013887	0.00014027	0.00013504	0.00013486	0.00013158
0.00014136	0.00013437	0.00012635	0.00013935	0.00012841	0.00014219	0.00014911	0.00013494	0.00013403	0.00014143
0.00018588	0.00017703	0.00017533	0.00018448	0.00016382	0.0001954	0.00018818	0.00018635	0.00017361	0.00017139
0.000176	0.00016581	0.00016219	0.000174	0.00015534	0.00018151	0.00017905	0.00017434	0.00016615	0.00016671
