7.533534532634731384e-01,1.673265505818731236e-01,-4.181926165728490075e-01,3.344079911797486204e-01,4.889512087153837228e-01,4.885946932814335675e-01,1.155036528224908876e+00,6.952319034170152401e-01,7.305920730509479766e-01,8.869050411031150771e-01,-2.563018081502989043e-01,6.928485025321383661e-01,5.260490785400233626e-01,8.760480265346468065e-02,7.702383944748965039e-01,-7.937449714054198649e-03,1.010879086278878014e-01,1.925960228427927579e-01,-3.286286799157444594e-01,3.797677332651329118e-01
7.287179672078999415e-01,5.084313260390751488e-01,-5.627266152554638579e-02,5.841186942706472207e-01,1.011556389706498582e-01,7.942459578824749844e-01,3.092439423623282724e-01,7.366666417420238144e-02,8.577990375053887728e-01,3.207303067380685158e-01,4.060425812990877542e-02,2.222234158493761880e-01,4.008272238931158415e-02,-1.391219310245481455e-01,7.597660937112746815e-01,6.809485279592593539e-03,8.585433187993315451e-01,1.645053056589405593e-01,6.278048201667164596e-01,6.673483740815827625e-01
-2.790241777733621364e-01,7.329829560333902538e-01,1.020984256060248008e+00,2.863604621348044277e-01,8.612911089997733749e-02,-2.205964066896792808e-01,3.455195786472514685e-01,5.202668016884927360e-02,9.192860291384951088e-01,4.501094057348031252e-01,1.076829752820052111e+00,6.462603854001887083e-01,-1.649256243152452117e-01,-7.195344935244016131e-03,-7.468797179756180293e-01,5.178135448488301318e-01,4.079090274110713787e-01,4.371469451322502198e-01,2.376523259163767360e-02,9.644186969512038576e-01
2.483538627039147961e-01,5.876425975829713266e-01,-8.135907639802730795e-02,5.222197220460073064e-01,2.235870653057931146e-01,5.638372986755018079e-01,1.007561147886179842e-01,5.786859410664019210e-01,8.287038546295381891e-02,2.313362454785647948e-01,2.241473382830704297e-01,6.948089799842663838e-01,8.759385782757650452e-01,8.662428288468716486e-01,1.105022944774886939e+00,9.363476047380008271e-01,1.177592556275348090e-01,3.410274528863779797e-01,3.079087797882703592e-01,7.403421657923838772e-01
1.484907919574030566e-01,1.421482651846968093e-01,-1.816102641627382330e-01,1.483304173898611633e-01,-1.245232027304383482e-01,2.095310399163636539e-01,-2.324343673474036920e-01,4.635676197959407441e-01,9.201156119555409241e-01,1.189236205933973389e+00,-3.272730714992372336e-02,1.420759634466486565e+00,4.222607829380011224e-01,3.020119297331618213e-01,9.184369275260330090e-01,4.440609213022347901e-01,1.063719169084439420e+00,-7.317444570234575840e-01,-6.439142665224862894e-01,5.014706577852643399e-01
6.087112961278156043e-01,7.252228417176794784e-01,2.154006706007644545e-01,2.284940965441287775e-01,-1.503727730464627099e-01,-1.983631849900611283e-02,-4.345065037941648473e-02,-9.618626618388327609e-02,5.060716970601896181e-01,5.898540978493409526e-01,2.797568511656950974e-01,5.659686399077156205e-01,-1.795971841980012751e-01,6.451698447761796684e-01,8.447239987975174724e-01,2.105488754731779655e-01,8.812611328184646875e-02,5.451147465839264461e-01,3.059660649555439038e-01,6.411338247708181504e-01
3.946168818862371697e-01,1.074390353658531833e-01,5.602147334355290775e-01,1.122448810997352629e-02,1.260772004419272951e+00,-2.748757204233779894e-01,7.143915943355690912e-01,2.766893800301332140e-01,5.325282778026357855e-01,4.504818979650652699e-01,4.529682922478137641e-01,1.031957169303643340e+00,1.039590603566358518e-01,8.974244480275489488e-02,4.599822066938904497e-01,-6.226622072084165849e-01,6.181901153836184548e-01,6.800020137802661457e-01,5.630454154265472910e-01,7.354351336807336548e-01
5.757639668037130010e-01,-2.247922415930948825e-02,-2.774144610320716797e-01,7.369182767037240067e-01,7.908946829954478508e-01,3.945202548546289378e-01,1.098988702395821360e+00,9.960802430130427654e-01,5.582550824205252393e-01,1.893321830551114304e-01,2.988996118120917922e-01,9.644736633372099632e-01,-2.381644906473083245e-01,2.879949323732070576e-01,4.553964158991579136e-01,2.444163036942492429e-01,-3.331270953821754421e-01,2.102474071851565818e-01,5.127473299186027789e-02,9.096503081448260586e-01
6.228096897981246771e-01,2.128447349516213172e-01,1.106104357584204667e+00,3.833130186043503529e-01,4.040976900795799076e-01,4.440921415091699798e-01,4.061576772586046324e-01,-2.696933105780524240e-02,3.163033749910433290e-01,7.345879053697764727e-01,-7.856091653106790640e-02,1.086077891979682297e+00,4.271835795127699731e-01,7.746835025880485226e-01,-1.319091772376310701e-01,7.359014312555465231e-01,6.552196588990565063e-02,2.677661852181976304e-02,8.618309862432904644e-01,3.374734403539105254e-01
5.422588586633833030e-01,3.354748477259552608e-01,9.776379787779607144e-02,5.551260424756931933e-01,4.200859573021880067e-01,2.862922508940740074e-01,6.393156291588272255e-01,2.160322430791217219e-01,4.607489391745263618e-01,9.738897171149886456e-02,2.538520856674618131e-01,2.574327467711879924e-01,9.676734615259358074e-02,8.022410578526234515e-03,5.312089171434707380e-01,5.743711289810230491e-01,6.938331601287511807e-01,4.576654401493492341e-01,7.515324421137241639e-01,6.537826573002107899e-01
